id,state,district,village,season,year,latitude,longitude,N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,temperature,humidity,rainfall,crop_recommended,soil_type
SHC002505,Uttar Pradesh,Meerut,Village_2505,Rabi,2022,11.8799,95.0126,180.6,16.3,348.1,7.45,2.41,0.439,39.8,0.77,2.8,0.57,7.3,1.6,22.4,50.5,574.3,lentil,Desert
SHC002506,Punjab,Ludhiana,Village_2506,Rabi,2024,23.9496,84.8355,86.7,33.8,362.3,8.77,3.89,1.449,9.6,1.56,6.4,2.68,1.4,0.31,23.6,75.6,2353.3,pomegranate,Black
SHC002507,Maharashtra,Pune,Village_2507,Kharif,2024,29.133,94.048,80.7,79.0,252.9,8.98,0.15,1.804,12.1,2.38,2.0,0.5,2.4,1.25,35.8,35.9,1133.6,banana,Red
SHC002508,Uttar Pradesh,Meerut,Village_2508,Kharif,2022,18.8555,94.9305,126.6,65.1,379.5,7.73,3.18,1.795,21.0,0.55,18.9,0.21,5.4,0.71,31.6,94.3,305.2,mango,Laterite
SHC002509,Punjab,Ludhiana,Village_2509,Rabi,2024,15.0535,88.461,146.2,52.8,390.0,8.5,3.36,0.548,19.4,2.41,15.1,0.94,4.9,1.33,30.8,59.6,430.3,grapes,Alluvial
SHC002510,Maharashtra,Pune,Village_2510,Zaid,2022,13.0838,80.6233,121.6,17.8,230.9,8.22,0.13,1.073,29.2,0.41,19.6,0.67,9.2,0.54,30.7,82.0,2384.5,watermelon,Red
SHC002511,Uttar Pradesh,Meerut,Village_2511,Kharif,2024,17.1376,82.6839,120.4,54.9,335.9,5.29,2.44,1.236,19.1,2.99,11.0,2.68,2.7,1.52,17.4,34.4,641.9,muskmelon,Black
SHC002512,Punjab,Ludhiana,Village_2512,Rabi,2022,30.1244,71.837,356.9,43.1,111.1,7.49,1.18,1.461,45.9,0.43,6.4,1.23,9.6,0.87,18.4,49.3,244.4,apple,Desert
SHC002513,Maharashtra,Pune,Village_2513,Rabi,2023,17.5884,86.1469,329.0,61.2,272.0,6.74,2.15,1.931,48.6,2.45,5.0,2.81,6.8,1.01,31.8,61.0,1299.9,orange,Laterite
SHC002514,Uttar Pradesh,Meerut,Village_2514,Zaid,2023,32.3441,78.4249,206.8,50.8,144.7,8.37,3.18,1.051,21.3,1.59,13.8,2.13,4.9,0.15,36.4,50.8,2221.3,papaya,Laterite
SHC002515,Punjab,Ludhiana,Village_2515,Kharif,2022,17.9145,78.7544,316.9,47.8,176.9,8.36,2.56,1.342,40.9,1.97,6.6,0.13,8.1,1.92,36.6,83.7,2186.7,coconut,Laterite
SHC002516,Maharashtra,Pune,Village_2516,Rabi,2024,10.5641,82.4667,254.0,34.5,288.9,5.6,3.24,0.921,38.5,2.59,6.3,1.68,2.1,0.18,16.2,91.8,303.0,coffee,Red
SHC002517,Uttar Pradesh,Meerut,Village_2517,Rabi,2023,10.385,85.4403,321.1,75.6,304.7,7.73,1.79,0.77,25.7,2.15,19.7,2.09,6.2,0.88,26.6,58.1,1334.6,tea,Red
SHC002518,Punjab,Ludhiana,Village_2518,Kharif,2023,31.307,78.2048,307.7,66.3,149.2,8.2,1.23,1.271,29.9,1.84,16.2,2.51,3.3,0.46,17.5,75.9,1295.3,mustard,Alluvial
SHC002519,Maharashtra,Pune,Village_2519,Zaid,2024,34.5831,84.1749,355.2,16.2,370.6,7.23,2.21,0.448,27.2,1.56,4.5,1.07,8.9,0.16,30.7,80.8,2425.8,groundnut,Desert
SHC002520,Uttar Pradesh,Meerut,Village_2520,Kharif,2024,16.4769,96.4118,360.8,23.9,148.2,8.27,0.36,1.972,16.6,0.27,14.0,1.75,9.2,0.36,20.6,77.5,1099.2,sesame,Laterite
SHC002521,Punjab,Ludhiana,Village_2521,Kharif,2024,29.8036,75.6397,236.5,58.6,149.8,5.32,0.1,0.304,46.3,1.65,3.2,2.99,1.8,1.84,21.6,75.7,736.5,rice,Desert
SHC002522,Maharashtra,Pune,Village_2522,Kharif,2023,17.4674,71.9518,223.2,40.1,344.1,8.42,3.45,0.266,15.6,1.99,12.8,2.44,8.0,0.51,25.3,66.8,2184.3,wheat,Red
SHC002523,Uttar Pradesh,Meerut,Village_2523,Kharif,2023,18.4119,70.8225,204.7,21.2,207.5,6.21,1.06,1.434,16.4,2.1,2.7,2.06,1.4,0.44,30.1,94.2,1667.2,maize,Laterite
SHC002524,Punjab,Ludhiana,Village_2524,Kharif,2023,22.6282,88.825,186.0,34.7,309.6,6.63,1.11,0.743,17.2,0.23,14.5,2.23,8.1,0.44,42.4,51.5,2257.3,sugarcane,Black
SHC002525,Maharashtra,Pune,Village_2525,Zaid,2023,32.6142,89.2007,111.2,65.5,340.7,7.98,2.42,0.412,27.7,0.44,11.3,1.27,1.1,1.58,34.5,45.7,1676.7,cotton,Alluvial
SHC002526,Uttar Pradesh,Meerut,Village_2526,Kharif,2023,30.7494,73.0854,81.9,58.9,202.7,7.5,2.57,1.744,14.8,2.68,7.8,2.68,2.8,0.4,33.5,88.8,1319.7,jute,Alluvial
SHC002527,Punjab,Ludhiana,Village_2527,Rabi,2024,21.4337,82.6548,125.6,23.9,283.0,6.72,0.68,1.959,10.0,0.32,19.6,0.74,1.1,0.86,21.6,82.4,783.0,chickpea,Red
SHC002528,Maharashtra,Pune,Village_2528,Zaid,2022,29.7361,85.8037,314.5,42.1,226.3,6.82,3.0,0.996,20.3,2.47,9.5,1.4,1.7,0.8,39.7,73.4,503.0,kidneybeans,Black
SHC002529,Uttar Pradesh,Meerut,Village_2529,Rabi,2024,19.5553,81.0662,254.3,40.6,195.0,8.62,2.07,0.557,14.9,1.01,19.8,2.78,1.8,0.26,26.5,63.4,898.2,pigeonpeas,Black
SHC002530,Punjab,Ludhiana,Village_2530,Kharif,2023,18.4226,75.7213,387.3,42.8,269.1,8.94,3.04,0.88,31.4,1.31,12.0,1.98,9.8,1.49,35.9,36.3,934.4,mothbeans,Alluvial
SHC002531,Maharashtra,Pune,Village_2531,Zaid,2024,31.3317,68.8334,71.8,47.4,101.2,7.55,2.54,0.598,26.3,2.35,5.6,1.85,5.0,0.85,24.9,65.4,777.9,mungbean,Black
SHC002532,Uttar Pradesh,Meerut,Village_2532,Kharif,2023,31.1761,90.1739,195.5,22.5,218.5,7.7,1.53,0.348,12.6,2.15,17.4,2.5,7.7,1.54,44.4,40.1,1454.3,blackgram,Red
SHC002533,Punjab,Ludhiana,Village_2533,Kharif,2023,17.0888,86.9721,195.2,30.0,125.1,6.16,1.99,1.293,34.9,0.79,9.4,1.27,1.1,1.78,35.2,73.0,1530.1,lentil,Laterite
SHC002534,Maharashtra,Pune,Village_2534,Zaid,2023,9.3513,77.5227,348.8,60.9,109.9,5.62,3.73,1.093,34.9,0.46,12.4,2.55,9.1,0.96,32.6,77.4,1117.7,pomegranate,Black
SHC002535,Uttar Pradesh,Meerut,Village_2535,Rabi,2024,13.2765,96.4977,354.9,34.3,349.1,8.06,3.87,0.271,32.3,2.16,16.9,2.43,3.5,1.44,39.3,63.5,1352.4,banana,Laterite
SHC002536,Punjab,Ludhiana,Village_2536,Zaid,2022,28.6176,74.9095,134.2,10.1,248.3,8.67,2.1,1.88,17.0,1.31,19.8,2.42,6.2,0.27,18.9,58.6,2074.3,mango,Black
SHC002537,Maharashtra,Pune,Village_2537,Kharif,2023,10.8231,81.6072,188.0,11.5,185.7,7.97,1.29,0.26,40.4,2.46,2.5,2.52,8.2,1.28,16.3,91.4,430.6,grapes,Laterite
SHC002538,Uttar Pradesh,Meerut,Village_2538,Kharif,2024,26.6261,71.6482,239.6,73.0,377.6,8.52,3.23,1.888,48.7,1.0,10.8,2.16,5.6,1.82,44.2,62.3,960.7,watermelon,Red
SHC002539,Punjab,Ludhiana,Village_2539,Rabi,2022,19.9105,72.5322,266.2,11.1,228.5,8.94,3.98,1.592,20.6,0.76,2.7,1.31,5.1,0.25,41.0,72.3,1073.9,muskmelon,Red
SHC002540,Maharashtra,Pune,Village_2540,Kharif,2022,9.2027,89.9267,391.8,12.1,358.0,7.82,0.23,1.278,46.5,1.45,15.4,1.04,4.5,1.41,15.9,77.6,804.9,apple,Alluvial
SHC002541,Uttar Pradesh,Meerut,Village_2541,Kharif,2022,15.7857,87.7874,370.1,46.2,358.6,8.74,1.56,1.693,40.7,1.76,3.0,2.43,1.5,1.94,28.7,31.7,730.2,orange,Alluvial
SHC002542,Punjab,Ludhiana,Village_2542,Zaid,2022,25.425,74.933,199.7,78.9,353.6,6.1,0.95,1.222,11.7,1.54,10.2,2.98,1.3,1.76,43.0,72.1,1442.8,papaya,Alluvial
SHC002543,Maharashtra,Pune,Village_2543,Rabi,2024,19.5267,75.9137,60.1,49.9,164.5,7.92,0.43,0.945,22.0,0.98,19.8,0.39,1.0,0.13,18.1,85.2,575.3,coconut,Red
SHC002544,Uttar Pradesh,Meerut,Village_2544,Zaid,2023,28.3754,86.712,161.2,43.5,375.4,8.41,1.53,0.899,17.0,1.38,13.8,1.41,7.5,1.63,24.6,72.8,1450.0,coffee,Alluvial
SHC002545,Punjab,Ludhiana,Village_2545,Zaid,2022,31.5535,84.417,113.1,60.8,119.3,8.57,2.23,1.965,19.6,0.51,10.8,1.69,7.8,1.24,27.1,42.1,2242.6,tea,Red
SHC002546,Maharashtra,Pune,Village_2546,Rabi,2023,15.1347,83.8402,54.8,64.3,337.7,8.5,3.29,0.359,30.2,0.67,3.9,0.11,1.3,0.77,15.5,57.8,504.9,mustard,Black
SHC002547,Uttar Pradesh,Meerut,Village_2547,Zaid,2024,23.8769,95.1191,124.1,36.1,212.5,5.02,2.8,1.816,46.6,2.43,6.6,1.22,4.0,0.95,28.7,87.9,440.8,groundnut,Laterite
SHC002548,Punjab,Ludhiana,Village_2548,Zaid,2024,33.1883,88.2487,241.9,68.0,108.6,5.55,2.44,1.159,31.1,2.59,14.0,1.13,6.5,1.42,20.8,31.7,1358.7,sesame,Red
SHC002549,Maharashtra,Pune,Village_2549,Zaid,2023,23.716,85.0274,227.3,74.7,357.8,7.03,2.74,1.374,18.4,0.86,20.0,2.49,7.7,1.86,36.9,82.2,863.0,rice,Laterite
SHC002550,Uttar Pradesh,Meerut,Village_2550,Rabi,2024,28.0307,81.2759,370.3,38.0,231.5,8.56,0.22,1.131,18.5,1.4,14.0,1.9,4.1,0.7,26.0,78.1,1226.8,wheat,Laterite
SHC002551,Punjab,Ludhiana,Village_2551,Kharif,2022,21.7132,88.7552,149.9,64.0,100.9,7.96,0.75,0.534,30.7,1.06,4.5,0.63,9.2,1.44,19.6,82.3,2401.1,maize,Alluvial
SHC002552,Maharashtra,Pune,Village_2552,Zaid,2024,28.7289,75.2611,152.1,18.4,312.7,6.15,2.55,1.143,49.7,2.85,9.1,2.43,4.7,0.61,15.4,76.7,844.5,sugarcane,Desert
SHC002553,Uttar Pradesh,Meerut,Village_2553,Kharif,2022,13.585,72.3231,203.2,77.5,126.1,6.78,0.46,0.639,19.4,1.62,16.1,1.07,8.0,0.13,16.7,41.0,1229.9,cotton,Red
SHC002554,Punjab,Ludhiana,Village_2554,Zaid,2022,17.6463,68.898,108.2,30.8,386.0,5.16,1.86,1.589,29.3,1.84,18.8,1.99,7.8,0.18,38.9,57.4,245.6,jute,Red
SHC002555,Maharashtra,Pune,Village_2555,Zaid,2023,24.2901,93.778,118.1,52.3,234.8,5.15,2.55,1.237,9.9,0.78,7.2,0.66,6.9,1.11,26.0,58.1,2422.3,chickpea,Alluvial
SHC002556,Uttar Pradesh,Meerut,Village_2556,Kharif,2022,34.3972,89.4327,337.1,61.3,123.5,6.17,2.21,0.311,24.7,0.79,13.7,0.39,8.1,1.18,26.2,39.1,1744.7,kidneybeans,Alluvial
SHC002557,Punjab,Ludhiana,Village_2557,Zaid,2022,10.7479,86.2633,81.9,29.5,154.0,8.78,0.41,1.032,33.7,1.5,13.9,0.19,9.3,0.77,28.0,65.0,1681.9,pigeonpeas,Alluvial
SHC002558,Maharashtra,Pune,Village_2558,Zaid,2023,33.586,77.5442,378.4,71.1,329.5,7.75,2.03,0.413,28.4,0.27,10.8,1.93,4.6,0.34,35.9,84.7,1675.4,mothbeans,Red
SHC002559,Uttar Pradesh,Meerut,Village_2559,Zaid,2022,8.8883,81.7882,319.8,24.1,174.5,5.64,1.5,1.792,16.5,0.93,17.9,2.79,1.5,1.13,23.9,41.0,1391.8,mungbean,Red
SHC002560,Punjab,Ludhiana,Village_2560,Kharif,2024,16.7204,84.4965,362.2,72.4,297.8,7.95,0.53,1.42,22.1,2.2,4.3,1.79,4.2,0.91,18.3,74.8,1914.5,blackgram,Alluvial
SHC002561,Maharashtra,Pune,Village_2561,Zaid,2022,29.2506,74.4743,82.2,73.8,328.9,6.22,2.96,0.252,41.9,1.29,6.8,0.71,4.7,1.34,38.8,31.3,2363.4,lentil,Alluvial
SHC002562,Uttar Pradesh,Meerut,Village_2562,Zaid,2024,17.6234,85.8911,378.1,51.4,169.2,6.57,3.7,1.645,9.4,0.91,12.9,2.24,2.1,1.08,31.9,37.9,1211.2,pomegranate,Red
SHC002563,Punjab,Ludhiana,Village_2563,Zaid,2023,24.8988,85.3968,127.7,71.2,121.0,8.06,0.62,1.645,17.0,2.93,5.7,1.84,8.8,0.92,29.1,91.5,366.2,banana,Desert
SHC002564,Maharashtra,Pune,Village_2564,Kharif,2024,21.7996,75.9937,263.2,34.8,237.4,6.51,3.16,1.172,49.5,1.58,18.0,1.76,9.0,1.36,18.6,36.1,1958.0,mango,Laterite
SHC002565,Uttar Pradesh,Meerut,Village_2565,Rabi,2023,20.6238,81.0253,346.8,33.4,112.3,7.07,1.03,0.82,23.1,2.69,17.6,2.81,6.2,1.23,29.7,77.7,2322.0,grapes,Desert
SHC002566,Punjab,Ludhiana,Village_2566,Kharif,2023,18.9986,80.9626,282.3,22.6,186.4,8.44,3.23,1.228,23.1,1.98,5.1,1.36,5.5,0.98,27.6,54.4,1529.8,watermelon,Alluvial
SHC002567,Maharashtra,Pune,Village_2567,Kharif,2023,17.5367,90.7585,65.0,28.9,248.6,8.65,0.38,1.251,15.1,0.23,17.6,2.64,3.5,1.74,26.3,33.1,716.0,muskmelon,Black
SHC002568,Uttar Pradesh,Meerut,Village_2568,Zaid,2023,21.0619,90.1233,102.0,24.1,233.9,6.91,3.98,1.975,27.2,0.87,14.5,0.66,3.5,1.12,43.4,31.9,1751.1,apple,Laterite
SHC002569,Punjab,Ludhiana,Village_2569,Zaid,2024,18.5674,89.9772,357.7,58.7,136.5,6.41,2.48,1.975,25.0,1.05,7.0,2.58,2.5,1.32,40.4,85.5,499.7,orange,Black
SHC002570,Maharashtra,Pune,Village_2570,Rabi,2023,32.431,95.6198,354.9,29.9,283.4,8.05,2.17,0.801,15.7,2.9,5.7,2.45,2.2,1.98,25.1,80.6,550.7,papaya,Laterite
SHC002571,Uttar Pradesh,Meerut,Village_2571,Zaid,2023,32.8,92.769,234.4,25.0,126.8,5.26,2.39,1.464,17.3,1.57,11.5,2.7,2.1,1.62,38.1,74.3,770.1,coconut,Black
SHC002572,Punjab,Ludhiana,Village_2572,Kharif,2023,23.1193,86.2073,348.3,19.2,161.9,6.68,1.48,1.91,21.4,2.72,11.6,0.38,7.1,1.52,19.9,57.3,541.0,coffee,Alluvial
SHC002573,Maharashtra,Pune,Village_2573,Zaid,2022,9.0091,72.3522,301.1,70.1,107.7,8.27,1.91,0.922,30.9,2.82,12.2,0.4,5.2,1.96,19.9,60.0,1803.3,tea,Black
SHC002574,Uttar Pradesh,Meerut,Village_2574,Kharif,2023,27.0456,91.479,327.9,22.2,101.6,8.0,0.82,0.774,19.5,2.81,17.8,1.42,8.1,1.52,29.1,36.2,1979.6,mustard,Red
SHC002575,Punjab,Ludhiana,Village_2575,Zaid,2022,25.1702,86.6195,71.5,45.5,100.7,8.67,0.17,1.599,18.1,1.84,10.1,1.68,6.4,1.97,38.4,82.1,2262.7,groundnut,Black
SHC002576,Maharashtra,Pune,Village_2576,Kharif,2023,33.2246,96.8498,245.2,11.2,349.1,7.52,2.15,1.938,13.6,1.17,13.3,0.11,8.8,1.55,22.0,50.0,902.7,sesame,Red
SHC002577,Uttar Pradesh,Meerut,Village_2577,Zaid,2023,27.9711,84.783,175.8,50.3,375.8,6.8,0.12,1.521,49.9,0.35,13.0,1.26,6.1,0.68,37.6,36.1,406.7,rice,Black
SHC002578,Punjab,Ludhiana,Village_2578,Kharif,2024,12.7764,88.6485,367.2,33.1,355.4,7.36,1.29,1.517,25.3,0.77,18.5,1.56,8.1,1.9,37.0,60.5,2171.7,wheat,Desert
SHC002579,Maharashtra,Pune,Village_2579,Zaid,2024,14.7235,82.8606,52.3,60.9,273.4,7.49,2.93,0.886,14.6,0.72,15.2,2.98,5.0,0.43,17.1,61.3,1847.3,maize,Red
SHC002580,Uttar Pradesh,Meerut,Village_2580,Rabi,2023,19.2039,71.8128,91.6,21.2,228.6,8.67,3.11,1.736,38.9,2.91,15.3,2.39,8.3,1.41,21.1,93.1,1305.9,sugarcane,Red
SHC002581,Punjab,Ludhiana,Village_2581,Rabi,2023,30.013,73.7785,148.8,78.3,118.0,6.82,3.56,1.455,49.3,2.93,15.5,1.51,6.6,1.61,23.8,59.8,1734.8,cotton,Alluvial
SHC002582,Maharashtra,Pune,Village_2582,Kharif,2022,11.9422,80.1648,85.7,69.1,190.8,8.7,3.17,0.768,33.3,1.43,16.5,2.09,6.9,1.48,27.6,56.9,1007.9,jute,Black
SHC002583,Uttar Pradesh,Meerut,Village_2583,Rabi,2024,31.3161,84.4178,221.1,42.2,189.0,8.59,3.49,1.121,18.2,2.75,15.2,2.49,8.4,0.46,16.6,62.8,1272.0,chickpea,Desert
SHC002584,Punjab,Ludhiana,Village_2584,Zaid,2022,16.7572,72.2425,386.8,50.3,313.7,7.16,3.0,0.475,17.3,2.59,3.0,1.42,2.7,1.18,29.0,78.0,909.6,kidneybeans,Alluvial
SHC002585,Maharashtra,Pune,Village_2585,Kharif,2023,13.0331,92.4469,200.6,62.1,257.8,6.83,0.3,1.584,21.5,1.29,8.3,2.11,7.4,1.65,35.3,89.0,755.1,pigeonpeas,Black
SHC002586,Uttar Pradesh,Meerut,Village_2586,Kharif,2023,10.8407,68.3372,151.7,33.0,342.5,6.01,1.06,1.767,26.0,2.04,5.7,1.85,9.1,1.49,19.2,38.6,434.2,mothbeans,Laterite
SHC002587,Punjab,Ludhiana,Village_2587,Rabi,2023,30.851,83.1117,215.3,21.0,322.8,6.45,3.05,1.947,11.8,2.61,5.0,2.62,7.5,0.9,28.7,48.9,1808.1,mungbean,Desert
SHC002588,Maharashtra,Pune,Village_2588,Rabi,2024,15.9343,88.7984,138.8,28.6,291.4,5.38,1.64,0.863,10.2,2.77,18.9,1.25,4.3,0.33,31.9,52.6,2138.6,blackgram,Laterite
SHC002589,Uttar Pradesh,Meerut,Village_2589,Kharif,2024,32.2863,71.7974,77.1,59.5,192.9,6.7,2.47,1.911,44.7,2.26,9.8,2.4,2.6,1.63,29.3,47.0,1266.4,lentil,Alluvial
SHC002590,Punjab,Ludhiana,Village_2590,Kharif,2024,26.6698,92.1592,102.7,14.3,117.0,5.09,0.17,1.649,39.0,2.84,8.4,2.16,4.7,1.16,28.2,57.0,764.5,pomegranate,Laterite
SHC002591,Maharashtra,Pune,Village_2591,Zaid,2023,25.43,93.1689,103.4,53.0,153.9,7.42,2.01,1.772,45.8,2.36,13.3,0.92,5.4,0.39,15.2,66.9,803.0,banana,Black
SHC002592,Uttar Pradesh,Meerut,Village_2592,Zaid,2023,10.093,75.214,132.1,38.9,122.9,6.86,0.32,0.552,43.4,0.38,3.9,1.79,3.4,1.57,27.8,67.2,454.3,mango,Alluvial
SHC002593,Punjab,Ludhiana,Village_2593,Zaid,2022,33.9374,86.8308,78.9,70.1,398.0,5.54,3.33,0.48,26.8,2.79,18.8,1.7,9.4,0.17,35.6,57.8,1473.8,grapes,Alluvial
SHC002594,Maharashtra,Pune,Village_2594,Kharif,2023,27.6935,90.2735,274.1,34.2,311.8,7.07,2.83,0.588,28.7,0.55,19.3,2.98,4.9,0.85,27.8,42.1,678.6,watermelon,Laterite
SHC002595,Uttar Pradesh,Meerut,Village_2595,Zaid,2022,10.6484,82.8721,350.2,23.9,379.9,6.54,0.95,1.103,44.5,0.96,5.1,1.95,7.2,0.24,22.6,37.8,1834.6,muskmelon,Black
SHC002596,Punjab,Ludhiana,Village_2596,Rabi,2024,15.3696,77.8085,196.8,16.9,376.4,7.8,2.93,1.387,26.6,1.26,11.9,2.24,4.2,1.04,34.6,48.0,2116.4,apple,Black
SHC002597,Maharashtra,Pune,Village_2597,Kharif,2023,33.3153,89.0622,282.4,27.4,317.6,5.61,3.28,0.987,44.7,1.16,2.2,2.45,8.9,0.14,22.7,50.6,1575.8,orange,Black
SHC002598,Uttar Pradesh,Meerut,Village_2598,Rabi,2024,26.889,71.1577,168.4,57.6,371.7,5.27,0.42,0.401,30.9,1.5,5.0,1.65,4.1,0.42,16.0,36.5,1091.0,papaya,Laterite
SHC002599,Punjab,Ludhiana,Village_2599,Kharif,2022,24.0579,86.4266,142.7,68.1,196.0,7.86,1.12,1.339,29.3,0.56,7.5,1.67,5.0,0.87,36.7,76.6,2484.0,coconut,Alluvial
SHC002600,Maharashtra,Pune,Village_2600,Rabi,2024,15.7874,76.9644,165.9,49.7,114.3,6.86,2.86,1.505,31.2,2.78,5.4,2.96,2.5,0.75,16.5,92.5,1536.3,coffee,Alluvial
SHC002601,Uttar Pradesh,Meerut,Village_2601,Kharif,2023,28.4199,96.3981,236.8,60.4,147.0,5.17,1.84,0.362,29.1,1.19,5.3,2.96,9.5,0.63,27.8,73.5,1412.7,tea,Red
SHC002602,Punjab,Ludhiana,Village_2602,Zaid,2022,17.0421,76.1104,327.9,71.1,317.3,6.79,0.93,1.991,22.2,1.41,11.4,1.74,1.2,1.8,41.4,38.1,2152.8,mustard,Desert
SHC002603,Maharashtra,Pune,Village_2603,Zaid,2023,22.0167,96.3272,218.5,37.0,255.5,5.93,3.73,1.883,36.4,0.63,10.7,1.21,10.0,0.2,22.7,62.0,2097.7,groundnut,Alluvial
SHC002604,Uttar Pradesh,Meerut,Village_2604,Kharif,2023,13.6855,70.9863,256.5,40.3,199.5,8.1,2.24,0.779,30.6,2.81,6.7,1.41,3.6,1.19,42.1,72.4,647.2,sesame,Red
SHC002605,Punjab,Ludhiana,Village_2605,Rabi,2023,30.6977,81.6761,198.0,28.5,229.0,6.41,3.0,1.472,26.7,2.03,12.6,1.96,7.8,0.27,40.0,48.4,1077.8,rice,Desert
SHC002606,Maharashtra,Pune,Village_2606,Kharif,2023,11.7927,83.1383,183.6,22.7,267.0,6.46,2.89,1.705,8.6,1.73,12.5,1.02,8.2,1.83,37.9,64.3,225.8,wheat,Alluvial
SHC002607,Uttar Pradesh,Meerut,Village_2607,Rabi,2023,19.7836,75.0123,76.7,31.5,268.0,7.56,1.39,1.927,12.0,2.19,8.8,2.36,8.5,1.48,32.1,35.0,523.7,maize,Red
SHC002608,Punjab,Ludhiana,Village_2608,Kharif,2023,32.308,94.8452,92.0,41.9,325.8,6.63,1.24,1.845,33.1,1.96,14.6,2.92,6.5,0.13,44.0,44.8,2411.2,sugarcane,Red
SHC002609,Maharashtra,Pune,Village_2609,Rabi,2023,18.828,86.2719,190.6,61.7,341.6,8.39,0.97,1.695,25.0,1.9,3.1,1.84,8.4,0.64,28.8,83.4,890.7,cotton,Red
SHC002610,Uttar Pradesh,Meerut,Village_2610,Rabi,2024,20.8408,86.3834,215.0,38.9,291.0,8.55,2.68,1.323,39.3,1.33,2.3,2.82,3.8,1.56,32.7,75.1,2080.9,jute,Alluvial
SHC002611,Punjab,Ludhiana,Village_2611,Kharif,2023,29.6782,86.6283,361.0,74.7,363.2,5.57,2.94,0.774,9.8,0.98,13.8,2.75,7.2,1.21,25.0,44.4,1468.6,chickpea,Alluvial
SHC002612,Maharashtra,Pune,Village_2612,Kharif,2024,32.5757,69.7513,106.5,73.1,153.8,5.7,2.38,1.972,26.8,1.66,16.9,2.12,10.0,1.26,27.6,51.7,2471.2,kidneybeans,Laterite
SHC002613,Uttar Pradesh,Meerut,Village_2613,Zaid,2023,17.8293,84.076,51.3,40.2,150.1,8.86,1.34,1.635,13.3,0.7,14.6,2.34,9.1,1.42,36.2,45.1,2375.6,pigeonpeas,Laterite
SHC002614,Punjab,Ludhiana,Village_2614,Kharif,2022,29.8594,81.4356,168.2,70.2,356.4,8.14,0.9,1.208,26.5,2.15,18.1,0.82,3.8,0.55,37.7,62.3,1295.5,mothbeans,Black
SHC002615,Maharashtra,Pune,Village_2615,Kharif,2024,30.8837,68.9198,174.0,77.2,349.3,5.54,1.48,0.232,38.6,0.49,8.9,2.72,2.2,0.72,39.5,71.1,1946.0,mungbean,Alluvial
SHC002616,Uttar Pradesh,Meerut,Village_2616,Rabi,2023,14.4656,91.9887,243.1,66.9,271.9,6.33,0.53,1.038,39.0,1.03,7.3,2.33,2.7,0.87,33.6,54.0,2418.0,blackgram,Black
SHC002617,Punjab,Ludhiana,Village_2617,Zaid,2024,34.5215,96.2302,160.6,46.9,335.1,7.88,1.12,0.854,47.4,2.81,15.1,0.12,5.6,0.5,38.2,35.3,2057.9,lentil,Red
SHC002618,Maharashtra,Pune,Village_2618,Kharif,2023,26.7402,74.6489,344.8,75.1,396.5,7.77,2.29,1.804,19.9,1.69,5.9,1.04,7.3,0.29,29.6,84.7,1340.5,pomegranate,Alluvial
SHC002619,Uttar Pradesh,Meerut,Village_2619,Kharif,2022,23.6334,86.0547,52.8,22.5,307.5,5.33,3.42,0.75,41.1,2.56,18.9,2.16,8.8,0.62,15.5,74.2,789.0,banana,Alluvial
SHC002620,Punjab,Ludhiana,Village_2620,Kharif,2022,28.7395,90.0922,204.6,70.2,240.8,8.84,0.26,1.176,8.8,1.08,10.3,0.6,8.3,0.9,19.3,49.0,507.8,mango,Red
SHC002621,Maharashtra,Pune,Village_2621,Rabi,2023,22.4704,95.9376,270.4,30.7,288.0,5.36,1.39,0.513,33.5,1.69,15.0,1.08,9.9,0.71,16.6,47.6,1635.0,grapes,Red
SHC002622,Uttar Pradesh,Meerut,Village_2622,Rabi,2023,20.2512,86.1958,151.3,25.9,137.4,7.73,0.99,0.976,15.1,1.92,13.2,2.58,9.9,1.81,39.7,87.4,323.7,watermelon,Laterite
SHC002623,Punjab,Ludhiana,Village_2623,Zaid,2024,23.7484,71.2812,168.2,29.7,175.2,8.89,0.68,1.045,46.9,0.37,15.4,1.87,4.2,1.88,25.1,42.3,1866.4,muskmelon,Alluvial
SHC002624,Maharashtra,Pune,Village_2624,Kharif,2022,10.3635,93.1085,215.8,71.1,324.6,5.06,1.29,1.14,9.3,2.88,18.4,0.78,4.3,1.48,15.5,44.6,1379.6,apple,Alluvial
SHC002625,Uttar Pradesh,Meerut,Village_2625,Kharif,2023,11.4153,94.2036,304.9,71.5,239.2,6.69,2.41,1.02,15.2,2.51,5.4,2.26,9.0,1.11,22.6,31.4,1705.5,orange,Laterite
SHC002626,Punjab,Ludhiana,Village_2626,Zaid,2022,33.6864,81.0924,285.4,20.0,141.9,6.97,2.39,1.972,31.9,2.77,16.2,2.71,8.7,1.13,15.0,59.6,704.7,papaya,Red
SHC002627,Maharashtra,Pune,Village_2627,Rabi,2024,20.7724,68.7107,81.6,37.5,319.0,7.69,1.77,0.543,20.8,1.58,19.1,1.96,2.1,1.63,36.6,87.8,1605.8,coconut,Alluvial
SHC002628,Uttar Pradesh,Meerut,Village_2628,Zaid,2022,13.0427,96.3981,74.6,74.9,235.5,8.37,1.43,1.211,14.0,2.73,7.4,0.86,5.0,0.79,19.1,31.6,938.4,coffee,Red
